id	KSGS1	KSGS2	KSGS5	KSGS6	KSGS1_GB	KSGS2_GB	KSGS5_GB	KSGS6_GB	TR_young	TR_old	TR_young_log	TR_old_log
Rundc1	285	426	243	218	265	316	252	266	1.2237521515	0.88996139	0.0876934683	-0.0506288344
Csgalnact2	291	424	436	212	341	331	357	371	1.0639880952	0.8901098901	0.0269367687	-0.0505563734
Pdp2	642	798	681	467	776	652	673	616	1.0084033613	0.8906128782	0.0036342847	-0.0503110293
Gm26725	495	642	443	293	465	582	463	363	1.0859598854	0.8910411622	0.035813783	-0.050102233
Rsl1	78	48	56	59	83	47	65	64	0.9692307692	0.8914728682	-0.0135728072	-0.0498918699
Zfp472	141	172	152	112	121	153	149	147	1.1423357664	0.8918918919	0.0577937747	-0.0496877842
Glrx3	486	617	638	378	672	682	557	582	0.8146233383	0.8920105356	-0.0890431519	-0.0496300161
Dkc1	215	343	214	165	228	312	251	173	1.0333333333	0.8938679245	0.0142404391	-0.0487266466
Grsf1	576	945	729	331	748	962	666	519	0.8894736842	0.8945147679	-0.0508668963	-0.0484124851
Elac1	213	371	313	213	323	281	262	326	0.9668874172	0.8945578231	-0.0146240915	-0.0483915819
Ankrd51	374	551	688	365	519	435	691	486	0.9696016771	0.8946474087	-0.013406642	-0.0483480917
Pstk	311	471	428	218	367	447	371	351	0.9606879607	0.8947368421	-0.0174176518	-0.0483046796
Zfp41	71	134	131	73	81	118	112	116	1.0301507538	0.8947368421	0.0129007846	-0.0483046796
1711123M18Rik	126	189	211	131	231	157	188	194	0.8118556701	0.8952879581	-0.0905211718	-0.0480372569
G3bp2	1219	1429	1635	861	1181	1171	1829	957	1.1258503401	0.895908112	0.0514806634	-0.0477365311
Mcrs1	171	241	221	125	195	246	235	151	0.9342403628	0.896373057	-0.0295413734	-0.0475112059
Zdhhc16	351	364	475	235	376	487	466	326	0.8285052144	0.8964646465	-0.0817047539	-0.0474668329
Usp18	776	855	1111	777	961	1151	1173	933	0.7722537879	0.8964862298	-0.1122399528	-0.0474563769
Asb13	471	762	889	493	411	561	1195	346	1.2685185185	0.8968202466	0.1032968117	-0.0472945957
Vamp4	339	395	569	318	511	458	513	476	0.7574819401	0.8968655207	-0.1206277171	-0.0472726718
Bbof1	464	541	632	388	615	752	616	521	0.7351865399	0.8970976253	-0.1336024528	-0.0471602929
Etaa1	131	211	174	136	198	231	154	191	0.7972027972	0.8985507246	-0.0984311861	-0.0464574012
Hey2	75	116	87	64	117	51	71	97	1.1369047619	0.8988095238	0.0557240855	-0.0463323344
Simc1	791	1255	1157	585	1131	1244	1163	775	0.8614736842	0.8988648091	-0.0647579846	-0.046305622
Pdhx	687	915	731	481	734	713	653	695	1.1071181755	0.8991097923	0.0441939806	-0.0461872724
Vamp5	255	343	336	165	269	297	315	242	1.0565371025	0.8994614004	0.0238847528	-0.0460174693
Hgs	626	749	759	449	726	953	814	529	0.8189398451	0.8994787789	-0.086747998	-0.0460090784
Tk2	333	515	551	398	517	552	589	466	0.7932647334	0.8995260664	-0.100581853	-0.0459862472
Plin3	312	466	544	271	362	624	574	332	0.7890466531	0.8995584989	-0.102897318	-0.0459705889
Rpe	279	311	331	162	323	295	315	233	0.9546925566	0.8996350365	-0.0201364634	-0.0459336392
Gm15564	619	651	773	378	541	617	718	561	1.0967184801	0.8999218139	0.0400951616	-0.0457952208
Spg21	492	751	779	419	615	926	872	458	0.8066190785	0.9007518797	-0.0933315101	-0.0453948229
Dbf4	147	236	211	143	266	186	178	215	0.8473451327	0.9007633588	-0.0719396608	-0.0453892883
Zkscan4	35	66	71	38	66	88	77	44	0.6558441558	0.9008264463	-0.1831993471	-0.0453588724
Cbll1	351	327	369	176	356	373	342	263	0.9300411523	0.9008264463	-0.0314978345	-0.0453588724
Dnaaf1	222	286	348	162	312	215	289	277	0.9639468691	0.9010600707	-0.0159469029	-0.0452462551
Psmc4	263	251	312	145	278	256	318	189	0.9625468165	0.9013806706	-0.016578138	-0.0450917593
Cap1	785	911	858	571	695	748	886	699	1.1753291753	0.9015772871	0.0701595168	-0.0449970378
Zfp654	821	1298	1199	621	1191	1127	1139	879	0.9141501294	0.9018830525	-0.0389824749	-0.0448497739
Grasp	238	337	351	232	315	351	392	254	0.8633633634	0.9024767802	-0.0638063845	-0.0445639632
Hsph1	217	355	387	321	315	239	411	373	1.0324909747	0.9030612245	0.0138862641	-0.044282805
Hmox2	727	1615	1317	696	888	2123	1312	916	0.7778146795	0.9035008977	-0.1091238648	-0.0440714116
Stard7	1147	1669	1213	751	1277	1815	1231	941	0.9107373868	0.9042357274	-0.0406068348	-0.0437183375
Ptpa	921	1419	1322	634	852	996	1394	768	1.2662337662	0.9047178538	0.1025138905	-0.0434868392
Mon1b	152	216	163	141	166	195	171	165	1.0193905817	0.9047619048	0.0083406168	-0.0434656938
Fitm2	231	298	313	146	181	317	351	156	1.062248996	0.9053254438	0.0262263293	-0.0431952738
Rmnd1	772	962	891	489	666	948	876	648	1.0743494424	0.905511811	0.0311455628	-0.0431058806
Rft1	554	689	617	413	591	731	586	551	0.9402420575	0.9058927001	-0.0267603265	-0.04292324
Tmem119	214	286	261	174	192	226	252	228	1.1961722488	0.90625	0.0777937226	-0.0427519804
Decr2	521	1124	664	315	517	1111	741	339	1.0104422604	0.9064814815	0.0045115017	-0.0426410637
AI987944	241	299	298	168	281	276	263	251	0.9694793537	0.906614786	-0.0134614354	-0.0425772023
Zfp62	853	1199	1188	672	1195	1373	1225	825	0.7990654206	0.9073170732	-0.097417663	-0.0422409168
Zfp335os	416	485	559	328	476	511	554	423	0.9128672746	0.9078812692	-0.0395923617	-0.0419709439
Aldh1b1	38	125	126	133	61	112	124	161	0.9421965318	0.9087719298	-0.0258584987	-0.0415450959
Atf1	852	1175	1275	718	1174	1281	1267	926	0.8256619145	0.9088007296	-0.0831977478	-0.041531333
Gm11518	621	817	641	429	574	643	642	535	1.1815940838	0.9090909091	0.0724683078	-0.0413926852
Trim21	148	163	124	167	191	181	175	145	0.8360215054	0.909375	-0.0777825509	-0.0412569893
Eif6	311	278	431	222	296	336	466	252	0.9319620253	0.9094707521	-0.0306017835	-0.041211263
Nsrp1	526	613	616	441	633	684	631	531	0.8648443432	0.9096385542	-0.0630620509	-0.0411311407
Idh2	232	581	692	345	382	617	628	512	0.8138138138	0.9096491228	-0.0894749426	-0.0411260949
03/05/18	761	1152	788	541	1111	1176	828	633	0.8364669873	0.909650924	-0.0775511946	-0.041125235
Spns1	211	196	148	124	181	214	181	118	1.0303797468	0.9096989967	0.0129973136	-0.0411022843
Rnf32	252	315	342	173	288	259	245	321	1.0365630713	0.9098939929	0.0155957326	-0.0410092021
9131411M11Rik	212	171	346	169	177	186	337	229	1.0550964187	0.9098939929	0.0232921489	-0.0410092021
Rfwd3	398	485	433	224	418	478	377	345	0.9854910714	0.9099722992	-0.0063473061	-0.040971828
Atg3	813	1167	813	571	1228	1221	747	773	0.8084932626	0.9105263158	-0.0923235949	-0.0407074978
Rab3d	91	112	188	98	121	128	148	166	0.8152610442	0.9108280255	-0.0887033092	-0.0405636149
1111159G11Rik	154	214	191	116	185	231	171	166	0.8846153846	0.9109792285	-0.053245512	-0.0404915254
Rps6kb2	157	216	191	116	148	169	174	163	1.1766561514	0.9109792285	0.0706495696	-0.0404915254
Ybey	245	258	216	114	215	288	221	141	1	0.9116022099	0	-0.0401946307
Pnkp	126	238	271	142	171	227	298	155	0.9145728643	0.9116997792	-0.0387816884	-0.0401481504
Gm16191	347	484	389	284	396	339	469	269	1.1306122449	0.9119241192	0.0533136847	-0.0400412976
Pole	382	543	454	292	515	366	347	471	1.0499432463	0.9119804401	0.0211658243	-0.0400144762
Gm21974	467	689	477	292	578	819	527	316	0.8274874732	0.9122182681	-0.082238572	-0.0399012348
Kdsr	558	756	863	462	727	855	854	598	0.8305941846	0.9125344353	-0.0806111139	-0.0397507381
Ubxn2a	487	659	666	358	556	614	691	431	0.9794871795	0.9126559715	-0.0090012441	-0.0396929003
Thyn1	184	218	217	139	195	233	219	171	0.9392523364	0.9128205128	-0.0272177159	-0.0396146091
Mlycd	1127	1416	1285	686	1473	2442	1463	696	0.6495530013	0.9129226494	-0.1873854062	-0.0395660181
Suv39h2	173	243	239	191	231	229	182	289	0.9043478261	0.9129511677	-0.0436645011	-0.0395524515
Cep76	291	411	341	175	323	262	287	278	1.2	0.9132743363	0.079181246	-0.0393987462
Pm21d1	615	942	747	436	551	711	696	599	1.2337559429	0.9135135135	0.0912292577	-0.0392850238
Gm14325	36	58	61	66	54	75	55	84	0.7286821705	0.9136690647	-0.1374618567	-0.0392110793
Lynx1	51	42	118	41	83	58	99	75	0.6595744681	0.9137931034	-0.1807361641	-0.039152124
2111315B13Rik	347	445	421	271	452	516	411	346	0.8181818182	0.9141347424	-0.0871501757	-0.038989785
Slc46a1	116	165	197	61	173	181	154	128	0.7937853107	0.914893617	-0.1002969421	-0.0386294024
RP23-158E1.3	139	218	194	118	157	175	175	166	1.0753012048	0.9149560117	0.0315301324	-0.038599785
Pnpo	342	581	383	219	331	559	388	269	1.0370786517	0.9162861492	0.0158116944	-0.0379688783
Naa61	296	368	385	197	329	494	361	274	0.8068043742	0.9165354331	-0.0932317558	-0.0378507406
Gm1661	432	467	441	241	341	253	357	387	1.5134680135	0.9166666667	0.1799732468	-0.0377885609
Tmem215	491	764	687	385	617	879	611	558	0.8389037433	0.9170230967	-0.0762878677	-0.0376197258
Armc1	515	789	756	362	696	751	658	561	0.9011748445	0.917145201	-0.0451909397	-0.0375619021
Gm12536	371	423	524	233	419	532	541	284	0.8349106204	0.9175757576	-0.0783600145	-0.037358069
Tmem38a	153	233	248	142	247	272	234	191	0.7437379576	0.9176470588	-0.1285800532	-0.037324323
Tsta3	87	132	157	67	71	154	157	87	0.9733333333	0.9180327869	-0.0117384033	-0.037141808
Klhl21	981	1511	1188	719	1371	2352	1139	938	0.6693526726	0.9181511796	-0.1743449982	-0.0370858035
Nudt2	193	231	237	135	227	191	187	218	1.014354067	0.9185185185	0.0061895748	-0.0369120833
Phkg2	188	281	175	146	149	199	175	174	1.3477011494	0.9197707736	0.1295935988	-0.0363203946
Crls1	634	824	711	321	496	691	699	423	1.2283066554	0.9197860963	0.089306805	-0.0363131596
9431115G11Rik	246	318	294	211	259	291	291	258	1.0254545455	0.9198542805	0.0109164145	-0.0362809663
Men1	217	321	316	213	235	358	313	262	0.9072512648	0.92	-0.0422724177	-0.0362121727
Ube2j2	443	519	544	381	614	725	616	389	0.7184466019	0.92039801	-0.143605505	-0.036024329
Wdr76	354	428	379	234	334	325	313	353	1.186646434	0.9204204204	0.0743213385	-0.0360137547
Prpf3	484	672	594	357	585	647	659	374	0.9383116883	0.9206195547	-0.0276528737	-0.0359198046
Gem	78	151	165	114	115	121	171	132	0.9703389831	0.9207920792	-0.0130765206	-0.0358384252
Utp15	323	312	256	163	242	283	227	227	1.2095238095	0.922907489	0.0826144219	-0.0348418299
Bcl2l13	984	1581	1249	734	1131	1269	1297	851	1.06875	0.9231843575	0.0288761277	-0.0347115628
Lrrc41	372	387	295	283	336	272	289	337	1.2483552632	0.9233226837	0.0963381966	-0.0346464948
Arfgap1	599	592	641	372	534	641	678	419	1.0136170213	0.9234275296	0.0058738949	-0.0345971822
Rpl5	366	374	519	219	317	467	488	311	0.943877551	0.9236545682	-0.025084343	-0.0344904175
Ap3m2	92	139	192	111	218	176	155	173	0.5862944162	0.9237804878	-0.2318842419	-0.0344312152
Rhoa	1147	1726	1759	931	1318	1513	1778	1131	1.0148357471	0.9247163974	0.0063957566	-0.0339914412
Pld2	331	385	391	214	317	313	372	282	1.1365079365	0.9250764526	0.0555724729	-0.0338223737
Zdhhc6	639	736	728	389	719	811	771	436	0.8986928105	0.9254349627	-0.0463887327	-0.033654097
Rwdd3	127	369	261	112	195	293	225	178	1.0163934426	0.9255583127	0.0070618545	-0.0335962143
Pus1	213	188	217	111	184	181	219	135	1.098630137	0.9265536723	0.0408515082	-0.0331294183
Mpzl1	314	475	739	221	478	412	619	417	0.8865168539	0.9266409266	-0.0523130034	-0.0330885224
Kif11	293	412	362	263	334	229	285	389	1.2522202487	0.9272997033	0.0976807221	-0.0327798792
Fuca1	241	313	532	223	313	427	482	332	0.7486486486	0.9275184275	-0.125721955	-0.0326774533
Eif2b4	422	466	468	291	511	636	527	291	0.7741935484	0.9278728606	-0.1111504521	-0.0325115278
Exosc8	491	551	724	399	714	574	848	362	0.8090062112	0.9280991736	-0.0920481441	-0.0324056141
Gm28724	5	5	5	8	7	1	7	7	1.25	0.9285714286	0.096910013	-0.0321846834
Zfp712	378	439	467	237	468	481	439	319	0.8609062171	0.9287598945	-0.0650441559	-0.0320965465
1111112L11Rik	473	691	515	346	466	514	491	436	1.187755102	0.928802589	0.0747269046	-0.0320765827
Dusp11	773	985	867	517	758	856	867	623	1.0892193309	0.9288590604	0.0371153404	-0.0320501783
Gbas	591	916	822	517	816	983	795	646	0.8376876042	0.9292158223	-0.076917911	-0.0318834038
AU122252	641	878	861	452	712	1126	824	589	0.8264417845	0.9292285916	-0.0827877332	-0.0318774358
Icmt	333	466	416	231	291	365	435	261	1.2179878049	0.9295977011	0.0856429399	-0.0317049589
Zfp867	197	366	197	123	243	312	175	169	1.0144144144	0.9302325581	0.0062154117	-0.0314084643
U2af2	699	872	751	484	727	797	755	572	1.030839895	0.9306706858	0.013191218	-0.0312039653
Gm45513	34	33	78	113	81	73	88	117	0.4350649351	0.9317073171	-0.3614459181	-0.0307204938
Capn7	737	1196	962	594	831	874	983	687	1.1337243402	0.9317365269	0.0545074707	-0.0307068785
Acot9	158	167	268	142	211	173	192	248	0.8463541667	0.9318181818	-0.0724478634	-0.0306688198
Edc4	414	418	421	242	321	456	418	293	1.0707850708	0.9324894515	0.0297023075	-0.0303560723
Zfp354b	129	219	199	78	188	191	164	133	0.9182058047	0.9326599327	-0.037059966	-0.0302766803
Ankrd49	116	137	181	111	177	157	197	116	0.7574850299	0.9329073482	-0.1206259456	-0.0301614861
Zmym1	191	217	214	141	192	194	197	183	1.0569948187	0.9342105263	0.0240728584	-0.0295552436
Samm51	453	561	912	469	541	672	927	551	0.8359439406	0.9343707713	-0.0778228459	-0.0294807555
Uqcrc1	421	546	483	276	413	611	461	351	0.9443359375	0.934729064	-0.0248734826	-0.0293142533
Ccdc77	817	1116	882	656	914	1117	931	714	0.9517479074	0.9349544073	-0.0214780694	-0.0292095668
Zmynd19	257	249	289	128	192	226	233	213	1.2105263158	0.9349775785	0.0829742351	-0.0291988037
Nabp2	424	521	536	393	472	541	598	395	0.9328726555	0.9355488419	-0.0301776369	-0.0289335345
Stk11ip	171	133	198	151	159	164	159	214	0.9411764706	0.9356568365	-0.0263289387	-0.0288834048
Rnf41	442	561	691	374	475	517	624	514	1.0110887097	0.9358523726	0.0047892609	-0.0287926543
Gnai3	1133	1114	1223	595	1217	819	1161	781	1.1036345776	0.9361483007	0.0428252988	-0.0286553467
Kctd12b	56	55	59	29	77	58	53	41	0.8222222222	0.9361702128	-0.0850107897	-0.0286451814
Cnep1r1	315	382	319	214	279	335	291	278	1.1351791531	0.9367311072	0.055064407	-0.0283850574
Thg1l	118	92	111	52	76	89	81	93	1.2727272727	0.9367816092	0.1047353505	-0.0283616439
Cntrob	378	431	375	218	293	328	291	342	1.3027375201	0.9368088468	0.1148569214	-0.0283490167
Hsp91b1	1289	1349	1245	981	1175	1155	1115	1261	1.1321888412	0.9368686869	0.0539188702	-0.0283212763
Gm13648	4	7	11	4	5	4	4	12	1.2222222222	0.9375	0.0871501757	-0.0280287236
Sc5d	2143	2565	2677	1157	3133	1324	3418	671	1.0563159076	0.9376375642	0.0237938201	-0.027965002
Tfam	313	517	478	244	388	471	472	297	0.9662398137	0.9388816645	-0.0149150715	-0.0273891422
Grn	858	1688	1831	1131	793	1259	2162	992	1.2407407407	0.9391249207	0.0936810429	-0.0272766348
Tnfaip1	691	835	874	472	698	818	882	551	1.0065963061	0.9392882066	0.0028553323	-0.0272011305
Rnf4	794	1127	895	575	872	1131	971	594	0.9590614079	0.9392971246	-0.0181535844	-0.0271970071
Mtmr11	1216	1975	1592	855	1477	1867	1466	1139	0.9542464115	0.9393474088	-0.0203394646	-0.0271737583
Brox	342	496	513	317	513	468	531	352	0.8542303772	0.9399773499	-0.0684249887	-0.0268826112
S111a11	261	359	1161	281	251	181	1195	339	1.4351851852	0.9400260756	0.1569079427	-0.0268600992
Kcnc3	383	619	478	229	285	419	466	286	1.4232954545	0.9401595745	0.1532950624	-0.0267984268
Fchsd1	68	118	147	122	143	113	145	141	0.7265625	0.9405594406	-0.1387270211	-0.0266137531
Timmdc1	592	619	812	458	821	911	714	636	0.6991916859	0.9407407407	-0.1554037445	-0.0265300475
Irak1	166	249	264	149	182	236	293	146	0.9928229665	0.9407744875	-0.0031281851	-0.0265144686
Sirt7	457	695	513	432	576	1136	564	439	0.6728971963	0.9421734796	-0.1720512813	-0.0258691245
Acp2	435	579	521	312	341	511	521	363	1.1901408451	0.9423076923	0.0755983602	-0.0258072636
Tifab	39	63	85	128	79	84	115	111	0.6257668712	0.9424778761	-0.2035874326	-0.0257288357
Pcnp	749	841	731	551	767	938	834	526	0.9325513196	0.9426470588	-0.030327259	-0.0256508832
Golga7	455	541	618	378	616	778	627	429	0.7144906743	0.9431818182	-0.1460034353	-0.0254045798
Wrap53	381	361	385	313	419	474	392	348	0.8309070549	0.9432432432	-0.0804475536	-0.0253762971
Zadh2	1131	1297	1177	631	2437	1728	1151	765	0.5829531813	0.9436325678	-0.2343663233	-0.0251970786
Pgrmc1	1173	1642	1371	792	1353	1929	1534	758	0.8577087142	0.9437172775	-0.0666601775	-0.0251580939
Alg12	224	311	293	228	229	269	278	274	1.0742971888	0.9438405797	0.0311244393	-0.0251013544
Mydgf	311	273	451	251	277	389	446	297	0.8768768769	0.9448183042	-0.0570613821	-0.0246517016
Plekhg2	256	389	351	234	227	316	287	332	1.1878453039	0.9450726979	0.074759885	-0.0245347829
Ccdc117	415	631	563	348	491	577	526	437	0.9794007491	0.9460020768	-0.0090395682	-0.0241079102
4931453N24Rik	445	628	543	317	467	564	512	397	1.0407371484	0.9460946095	0.0173410567	-0.024065432
Abcb9	338	549	557	252	371	322	397	458	1.2799422799	0.9461988304	0.1071903852	-0.0240175931
Arf4	945	1288	1177	651	934	869	1117	814	1.2384914032	0.9466597618	0.0928929963	-0.0238060824
Pde12	312	318	339	199	298	311	319	248	1.0344827586	0.9488536155	0.0147232568	-0.0228007832
Arl5a	672	991	1171	652	916	986	994	927	0.8743427971	0.9489849037	-0.0583182634	-0.0227406962
Cct8	646	671	658	353	495	641	623	441	1.1593309859	0.9501879699	0.0642074436	-0.0221904724
Surf6	348	334	362	212	291	346	371	233	1.0706436421	0.9503311258	0.0296449423	-0.0221250462
Lmo4	679	1111	787	559	555	811	845	571	1.3103953148	0.9505649718	0.1174023316	-0.0220181935
Trappc6a	211	141	239	135	259	243	216	177	0.7011952191	0.951653944	-0.1541610537	-0.0215209482
Pdcd7	259	391	353	225	268	421	361	246	0.9433962264	0.9522240527	-0.0253058653	-0.0212608527
Aip	394	627	567	331	417	437	531	412	1.1955503513	0.9522799576	0.0775678714	-0.0212353561
Aph1b	69	153	212	111	141	118	181	158	0.8571428571	0.9528023599	-0.0669467896	-0.0209971759
AU141133	333	381	373	176	351	319	334	242	1.0656716418	0.953125	0.0276234091	-0.020850139
Ptges3	728	836	772	514	834	819	788	561	0.9461584997	0.9532987398	-0.0240361048	-0.0207709811
Smim21	341	292	251	191	286	336	271	192	1.0176848875	0.9546436285	0.0076133253	-0.0201587217
Ociad1	447	473	581	414	569	616	575	467	0.776371308	0.9548944338	-0.109930523	-0.0200446382
Sumf2	355	483	396	177	298	285	331	269	1.4373927959	0.955	0.1575754639	-0.0199966284
Rps15a	456	515	645	419	454	488	735	379	1.0307855626	0.9551166966	0.0131683271	-0.0199435629
Kctd11	462	525	561	291	363	366	511	381	1.353909465	0.9551569507	0.1315896244	-0.0199252596
Sec61b	153	161	163	117	132	92	132	161	1.4017857143	0.9556313993	0.1466816297	-0.019709589
Gm38293	86	141	131	85	114	123	115	111	0.9578059072	0.9557522124	-0.0187224888	-0.019654688
Gm45161	15	24	9	13	21	26	8	15	0.829787234	0.9565217391	-0.0810332509	-0.0193051552
Psmc5	378	393	363	214	284	441	339	264	1.0634482759	0.9568822554	0.0267163715	-0.019141499
Plin5	261	786	871	284	168	499	956	251	1.5697151424	0.9569179785	0.1958208478	-0.0191252859
Gm43646	528	886	664	345	528	788	662	392	1.0744680851	0.9573055028	0.0311935202	-0.0189494446
Cops5	263	341	315	223	288	351	342	219	0.9452269171	0.9590017825	-0.0244639195	-0.0181805856
E2f4	367	351	417	314	331	446	411	351	0.9240669241	0.9593175853	-0.0342965746	-0.0180375944
Itpa	227	376	332	213	216	219	287	281	1.3862068966	0.9595070423	0.1418280552	-0.0179518334
Bag3	819	1492	1452	874	777	783	1269	1154	1.4814102564	0.9599669831	0.1706753471	-0.0177437037
Ncl	751	1171	848	522	771	914	782	645	1.140652819	0.9600560617	0.0571534781	-0.017703406
4931516C21Rik	391	469	423	283	365	552	313	422	0.9378407852	0.9605442177	-0.0278708844	-0.017482638
Mycbp	262	332	325	159	264	311	336	167	1.0330434783	0.9622266402	0.0141186003	-0.0167226234
Pdhb	878	1199	1179	656	837	655	1146	761	1.3920911528	0.9622443629	0.1436676734	-0.0167146245
Alg2	251	272	334	177	211	212	276	255	1.2364066194	0.9623352166	0.0921613215	-0.0166736209
Rsrc2	867	1126	853	553	776	917	784	676	1.1772002363	0.9630136986	0.0708503406	-0.0163675351
Hspd1	976	1321	858	726	1185	1482	871	772	0.8612673416	0.9640900791	-0.0648620205	-0.0158823862
Ddhd2	1249	1769	1782	743	1316	1781	1754	865	0.9744914433	0.9641084383	-0.0112219699	-0.015874116
Spry4	765	1185	641	384	719	971	439	624	1.1538461538	0.9642521167	0.0621479067	-0.0158093991
Perp	262	342	331	134	211	255	314	168	1.2961373391	0.9647302905	0.1126510219	-0.0155940853
Fam217b	54	112	131	89	112	89	117	111	0.8258706468	0.9649122807	-0.0830879694	-0.0155121662
Cinp	315	283	663	196	375	499	539	351	0.6842105263	0.9651685393	-0.1648102486	-0.0153968428
Rexo2	271	298	361	221	265	261	326	277	1.0817490494	0.9651741294	0.0341265222	-0.0153943275
Rap2a	367	621	562	359	398	517	522	432	1.0797814208	0.965408805	0.0333358505	-0.0152887445
Ulk2	1612	2517	2135	1441	1749	2416	2225	1475	0.9913565426	0.9664864865	-0.0037701229	-0.0148042139
Ttc1	521	643	573	325	452	522	576	353	1.1950718686	0.9666307858	0.0773940234	-0.0147393773
Fem1c	755	1175	1199	626	941	1197	1129	758	0.9027128157	0.9671436142	-0.0444503919	-0.0145090314
Ivns1abp	961	1916	1538	918	1128	2151	1352	1187	0.8774016468	0.9673099646	-0.0568015548	-0.0144343384
M6pr	299	345	388	162	317	318	354	214	1.0141732283	0.9683098592	0.0061121421	-0.0139856462
Mylip	515	748	736	614	657	963	683	711	0.7796296296	0.9684361549	-0.108111664	-0.0139290053
Rnf171	1154	1212	1263	689	1121	1413	1143	871	0.9337016575	0.9692154916	-0.0297918703	-0.0135796529
Trim65	431	496	418	338	411	512	421	359	1.0043336945	0.9692307692	0.0018780331	-0.0135728072
Pi4k2a	818	1198	1133	579	831	814	1151	615	1.2255319149	0.9694224236	0.0883246255	-0.0134869389
Dimt1	264	345	336	177	239	215	267	262	1.3414096916	0.9697542533	0.1275614398	-0.0133383069
Mettl6	511	621	611	324	576	593	542	422	0.9683490163	0.9699170124	-0.0139680843	-0.013265423
Rbm3	375	396	358	261	312	393	412	226	1.0936170213	0.9702194357	0.0388652611	-0.0131300297
Pno1	164	136	149	84	119	113	151	89	1.2931034483	0.9708333333	0.1116332698	-0.0128553207
Ints12	259	343	318	186	284	237	294	225	1.1554702495	0.9710982659	0.062758768	-0.0127368214
Dync1li1	772	1116	911	569	789	761	835	689	1.2180645161	0.9711286089	0.0856702918	-0.0127232516
Tfcp2	755	922	883	531	697	731	744	712	1.1743697479	0.9711538462	0.0698048552	-0.0127119655
Klhdc3	292	427	351	256	316	451	399	226	0.9374185137	0.9712	-0.0280664736	-0.0126913263
5731518B19Rik	429	496	524	329	511	341	451	427	1.0856807512	0.9715261959	0.035702138	-0.0125454847
Gm11489	366	491	472	247	417	317	553	187	1.1675749319	0.9716216216	0.067284762	-0.0125028293
Serpina3h	73	159	116	91	113	111	117	96	1.0357142857	0.9718309859	0.0152399666	-0.012409258
Anxa5	513	589	854	425	458	449	868	446	1.2149944873	0.9733637747	0.0845743075	-0.0117248207
Lrrc27	321	448	486	336	371	328	418	426	1.1001430615	0.9739336493	0.0414491641	-0.0114706291
Pagr1b	147	191	177	126	111	155	194	117	1.2706766917	0.9742765273	0.1040350636	-0.0113177605
Zfp866	691	786	724	455	729	935	731	479	0.8876201923	0.9743801653	-0.0517728266	-0.0112715652
Mtfr2	92	135	143	91	111	117	114	126	0.9956140351	0.975	-0.0019089898	-0.0109953843
Slc25a19	211	384	379	256	219	284	355	296	1.1829025845	0.975422427	0.0729489807	-0.0108072633
Strip1	429	466	485	244	326	343	421	326	1.3378176383	0.9759036145	0.1263969175	-0.0105930735
Thumpd1	112	144	176	69	93	113	133	118	1.2427184466	0.9760956175	0.0943727449	-0.0105076371
Tbc1d11a	1145	1381	994	696	1439	1469	739	992	0.8686382393	0.9763142692	-0.061161056	-0.0104103633
Pdia4	514	616	728	565	467	419	658	666	1.2753950339	0.9765861027	0.1056447216	-0.0102894602
Rhod	451	488	854	321	534	521	838	365	0.8900473934	0.9767248545	-0.0505868674	-0.0102277607
Hsdl1	262	281	374	181	245	212	343	225	1.1881838074	0.9771126761	0.0748836295	-0.0100553526
Nudt1	462	651	618	411	568	657	615	438	0.9085714286	0.9772079772	-0.0416409244	-0.0100129964
Myo19	667	655	611	422	485	487	532	525	1.3600823045	0.9772942289	0.1335651902	-0.0099746658
Msh6	373	611	446	291	376	474	471	283	1.1576470588	0.9774535809	0.0635761727	-0.009903858
Fxr2	543	774	679	421	639	671	653	472	1.0053435115	0.9777777778	0.0023144793	-0.0097598373
Klhl17	97	156	152	68	79	151	112	113	1.1	0.9777777778	0.0413926852	-0.0097598373
Cblc	466	587	691	283	495	653	597	399	0.9172473868	0.9779116466	-0.0375135169	-0.0097003815
Tmem241	157	173	238	211	216	312	247	212	0.625	0.9782135076	-0.2041199827	-0.0095663445
Zfp318	631	961	869	511	635	791	781	628	1.1164095372	0.979418027	0.0478235379	-0.0090319067
Ccng2	646	889	1181	585	759	1111	1211	591	0.820855615	0.9800221976	-0.0857332267	-0.0087640874
Dact1	154	295	141	111	161	211	116	141	1.2069892473	0.9805447471	0.0817034011	-0.0085325825
Uap1	681	1136	938	615	712	812	838	745	1.1922572178	0.9810486418	0.0763699603	-0.0083094591
Grk6	381	514	634	322	364	413	519	455	1.1518661519	0.9815195072	0.0614020165	-0.0081010646
Lrrc41	638	1211	917	582	844	997	895	632	1.0043454644	0.9816633923	0.0018831227	-0.0080374042
Rc3h2	886	1154	1181	676	935	815	1133	758	1.1657142857	0.9820200952	0.0665921187	-0.0078796251
Peli3	118	161	191	85	147	124	146	135	1.0295202952	0.9822064057	0.0126349124	-0.0077972378
Gm21547	194	365	133	145	112	211	189	94	1.7306501548	0.9823321555	0.2382092856	-0.0077416396
Ssrp1	221	219	262	188	222	318	282	176	0.8148148148	0.9825327511	-0.0889410833	-0.0076529642
Jrk	229	311	349	159	314	356	345	172	0.8059701493	0.9825918762	-0.0936810429	-0.0076268308
Smarcd1	252	319	414	211	197	211	464	172	1.3995098039	0.9827044025	0.1459759452	-0.0075770983
